"bateria","Tem_Instr_Violao_Viola","Tem_Instr_Guitarra","Tem_Instr_Cavaco","Tem_Instr_Sintetizador_Teclado","Tem_Instr_Piano","Tem_Instr_Metais","Tem_Instr_Madeiras","Tem_Instr_Cordas","BPM","VolMedio","PctCantada","PctRap","duracao","ano_lancamento","modo","gostou","id_cliente"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,118.22821880434,-12.0856264755668,67.5221099916938,0,212725,2010,"G",TRUE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,106.770775212271,-6.26256175546229,72.7916158120035,0,232990,2008,"d",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,84.3683773057828,-8.5814619200703,74.6847955979119,0,143808,2021,"C",FALSE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,169.33150648735,-6.72291820372501,54.781914612735,0,164001,2021,"C",FALSE,"#ID3170"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,119.842889380901,-7.73073485145483,41.6938725803996,0,398980,1957,"C",TRUE,"#ID3170"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,109.179198670406,-8.03272325721821,65.8306368892028,20.4165961783095,224536,2003,"f#",FALSE,"#ID3170"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,78.6865897874662,-6.38595407296771,21.738531303464,65.9209857163018,183377,2008,"e",FALSE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,111.949882328311,-6.20981863115313,15.7601545556209,66.7030106043165,276186,2008,"g#",FALSE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,106.905666313731,-9.70698077377905,63.2025128372199,0,326396,2006,"g",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,133.406749503113,-9.6657870919755,71.4327107046524,0,233485,1973,"F",TRUE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,119.412866330895,-6.25113181219586,80.1533364718221,0,206156,2015,"G#",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,70.5580771123179,-15.3320928861396,77.8051300489453,0,154039,2020,"A",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,99.206050499114,-6.64687520303104,20.1407961170937,74.6769046397459,246233,2009,"e",TRUE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,173.262062141464,-5.92495330502177,56.1803275216722,25.7965161864867,189713,2019,"a#",TRUE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,124.734736003631,-5.65630143763095,46.5441127284725,0,373900,1949,"b",TRUE,"#ID3170"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,70.8237384688289,-13.8334886069623,66.4021321993624,0,204559,2021,"d",FALSE,"#ID3170"
"Nenhuma",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,124.275533685305,-8.84035948022135,35.6801065405036,0,174567,1949,"A#",FALSE,"#ID3170"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,103.852044544995,-7.31179634719174,69.1786243589421,0,210645,2007,"b",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,133.682353867009,-5.11168402818465,78.4073881532789,0,174672,2017,"F#",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,130.302069837566,-21.3392360133658,0,0,177386,2006,"B",FALSE,"#ID3170"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,108.115654608789,-6.1028439599599,70.4197822273169,14.4737748724922,278057,2008,"a",FALSE,"#ID3170"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,93.6143310666958,-7.41419135599223,76.8184138450169,0,218854,2011,"c",FALSE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,123.483225025062,-10.3564156189109,39.2543577272739,0,415036,1986,"f",TRUE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,120.592460043714,-9.44398604819287,72.386128256435,0,265306,2021,"C",FALSE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,142.510714139271,-6.86861800141483,61.6205186533232,0,181232,2021,"c",TRUE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,98.3001017315305,-6.37355992277795,76.375511125797,22.4418140075447,185584,2021,"B",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,97.9755056061522,-7.64551361229897,15.1722257489676,60.2548356575315,296445,2010,"d#",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,133.103372518743,-20.1244470056054,0,0,254470,1983,"d",FALSE,"#ID3170"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,132.541512054456,-12.3650163736829,47.4086254420872,0,190243,2006,"N/A",TRUE,"#ID3170"
"Nenhuma",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,128.663072866615,-4.2697362829537,42.6383871915163,0,138572,1934,"B",FALSE,"#ID3170"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,101.774036175572,-6.87830349442584,29.2910577190553,83.8236234598683,218166,2021,"a",FALSE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,90.0172420013555,-8.74508511007516,14.5140521021902,66.890675473783,302070,1994,"e",TRUE,"#ID3170"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,111.989216545263,-5.65681960921246,31.0215493264867,0,475794,1942,"d#",TRUE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,127.257805084418,-5.43459045596706,62.6961615774632,17.1847385515659,203128,2019,"d",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,79.4878199761513,-11.2967759300655,0,0,297185,2009,"N/A",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,91.9621679379334,-8.46062579368294,13.6569472310133,55.0236545871419,252768,2021,"D",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,109.244212328827,-8.08056151299309,28.4718225797558,79.385966217011,284289,2007,"D#",FALSE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,146.955722865543,-6.19812834559058,64.6815016016512,0,204747,2021,"N/A",TRUE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,129.670387987659,-7.580091430124,75.1545864810077,19.6578911937399,315737,2021,"g",FALSE,"#ID3170"
"Nenhuma",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,126.782769959705,-9.63382132123009,76.5921853771631,0,204993,2011,"f",TRUE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,139.209458203947,-8.55487196794471,65.4510985277421,40.0357737210779,179581,2021,"e",TRUE,"#ID3170"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,87.0291430963877,-14.9557771931813,75.41013197173,0,171694,2021,"A",TRUE,"#ID3170"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,87.6142417911973,-10.6286063445057,73.728194262818,0,207412,2020,"A#",FALSE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,129.846692261289,-14.9344135981535,43.0223899601955,0,483745,1981,"F",TRUE,"#ID3170"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,129.588418859684,-8.45878458136476,72.8131127489384,0,152099,2016,"E",FALSE,"#ID3170"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,90.7259354167223,-6.71364095281617,81.2322827303019,15.7631930578824,295541,2001,"d",TRUE,"#ID3170"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,94.3501849530558,-8.98836586740658,73.300223664481,0,172821,2018,"g",FALSE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,99.4886198029977,-6.30079463513581,23.0561026204972,77.4668271560545,230741,2012,"N/A",FALSE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,111.779105357251,-6.57478269121315,61.97148371171,0,187354,2019,"e",TRUE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,72.7370585844637,-5.95051435520978,14.6943655023353,64.3538751889537,268103,2008,"c",TRUE,"#ID3170"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,80.7771475973385,-11.6734447554613,68.0492867921716,0,171237,2007,"D#",FALSE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,129.194696353438,-8.71240750215274,49.7070863237322,0,70416,2002,"A#",TRUE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,136.196723366941,-5.75477024797454,62.5697699273991,0,206061,2018,"G",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,86.9659960273677,-12.7659660999809,78.0901143863188,0,188365,2021,"D#",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,71.9816049665212,-8.78638591763963,69.8735326447131,0,214595,2014,"C",FALSE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,96.5166410227229,-5.83828615165801,72.4655129193308,23.5238275421001,144160,1987,"A#",FALSE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,100.463731974809,-5.56973006658455,19.3265223996943,69.7082939917979,178966,2007,"d",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,89.1522115044756,-8.64903005485957,66.7856788531344,0,176161,2015,"F",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,123.813055713543,-7.22091559985674,67.7914203763547,17.1891335166669,329099,2016,"G#",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,103.314266856041,-13.3721641538483,73.6606040998422,0,186349,2016,"g",TRUE,"#ID3170"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,122.435927683737,-6.45143675743723,67.5876716931974,0,166951,1992,"a",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,98.3592574524459,-6.88831713347583,18.1095313705966,66.6795111535945,176538,2004,"N/A",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,95.5956158423942,-8.79675820674382,79.944169622801,0,206261,1995,"C",TRUE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,116.841356813471,-6.65632585612922,36.4357038161235,0,452554,1987,"F",TRUE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,87.6569773023828,-7.62705415791505,70.427974803343,0,190622,2016,"f",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86.9429012198441,-8.47047795099088,71.7925269986839,0,213701,2017,"E",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,105.212086633494,-6.48379289654384,65.3385288506138,0,193829,2007,"C#",FALSE,"#ID3170"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,159.532917264512,-7.30163704968329,59.8279177400653,22.8303233082639,196836,2021,"G#",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,94.5631537114577,-9.06666749156532,77.0539429029571,0,103811,2011,"C",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,134.855293117729,-7.27532095649684,78.0183658143938,0,197620,1997,"D",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,129.292558475407,-6.08723867393307,85.1597363816056,0,195282,2006,"c",TRUE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,126.972087143221,-7.68710965130441,71.5046774840281,0,281052,1974,"e",TRUE,"#ID3170"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,123.860822782102,-9.68136078408228,77.9877928983136,0,189926,2013,"a",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,88.7938222803073,-7.45672135284987,85.9158089439134,0,252461,2020,"a",TRUE,"#ID3170"
"Acústica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,119.962870213305,-7.33968869680635,69.3122196281221,0,281600,2013,"c",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,102.625962739332,-7.43559501059281,70.927291922864,19.5618114417036,312275,1966,"f#",FALSE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,124.661369702418,-12.3650569706938,47.6710676801164,0,445028,1947,"F",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,121.388785738259,-12.9149098159167,37.0505271425821,0,503548,1969,"f",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,117.179987019224,-6.85062032573064,69.6044047356102,34.0141359893667,279569,1995,"a",TRUE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,97.285063525596,-7.96505666921598,70.5778173533912,0,183765,2014,"F",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,107.318027003569,-13.6267028581495,72.8444937874161,0,161609,2019,"a#",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,115.172916196758,-7.53599466287857,80.0789234747455,0,193432,2014,"F",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,104.025209958409,-17.7495484728542,0,0,393436,2006,"N/A",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,97.8369077973039,-7.94149003916418,78.1833045199126,0,175113,2017,"F",FALSE,"#ID3170"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,95.0850725939304,-6.56568483947546,77.1733481048472,0,276993,1992,"C",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,86.6408717602975,-7.80878092403714,79.6448675020479,0,170564,2021,"g",FALSE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,142.223603270612,-6.238109214871,60.5454694463825,0,120737,2019,"c",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,88.7002426593164,-9.93939086446222,82.0655747674608,0,129637,2019,"C#",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,106.389710795135,-8.431056593752,74.1974562769252,0,203913,2004,"e",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,110.74291057919,-9.07167212246703,75.2900890995123,66.9162925623688,270149,1995,"G#",TRUE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,131.386937861117,-11.3032029790596,36.4144911826951,0,579505,1985,"D#",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,95.4923869903223,-7.16157920243435,12.9461045327381,82.4420386586976,280479,2006,"e",FALSE,"#ID3170"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,108.327325285045,-7.73857617584338,78.097606712539,0,269087,1993,"g#",FALSE,"#ID3170"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,98.7672459654227,-7.21064676831333,72.8058047828069,0,240105,2005,"D",FALSE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,143.892537266923,-8.1845286990526,56.3309268602323,0,158290,2018,"C#",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,128.199531783543,-5.7809019161167,70.8441790418493,0,254763,1985,"A",FALSE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,135.378412849275,-5.68542411425145,77.4130804511275,18.4374077126386,178067,2006,"N/A",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,112.923032325998,-6.41380083290181,78.6433373655855,0,306144,2017,"c#",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,126.372109171445,-7.6356530734416,76.9775585686929,0,302742,1974,"C",FALSE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,113.986150005197,-11.3369375100084,67.6219116995836,0,235377,1996,"c",TRUE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,144.297808373766,-7.42139701633561,66.0989920799442,0,218083,2021,"a",FALSE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,92.4409255939423,-7.43708787783274,13.3996064926119,67.5664552783276,172696,2006,"N/A",FALSE,"#ID3170"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,96.3412703869075,-7.5853044830749,23.0175497988608,61.5907371977307,213728,1998,"N/A",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,120.554089174751,-12.119904676549,38.162218553196,0,48558,1979,"A#",FALSE,"#ID3170"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,114.837501088955,-6.39256547941057,80.0747374971548,23.4041224668638,303486,1996,"g#",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,81.1893796191877,-16.2098580020337,73.206913494156,0,193576,2018,"C",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,115.601319296755,-8.73661625875963,42.0934968677164,0,-450,1981,"C",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,86.8711472283664,-6.30832654676817,78.2663454196904,0,167481,2020,"D#",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,113.664848415577,-6.40803139053316,83.7217562926617,0,180842,2014,"A#",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,129.981067361919,-8.67049712360766,70.8236100352782,0,152429,2018,"N/A",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,97.2868075830818,-8.85808976188931,83.8917256083054,0,202642,2014,"D",FALSE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,116.59385236053,-7.56796967347418,74.2835329743737,21.523472477691,267249,2021,"G#",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,81.5087972565925,-8.60268404155103,73.1221043912789,0,223888,2020,"A#",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,113.526521759589,-7.8118828731698,79.312325562726,0,162282,2015,"E",FALSE,"#ID3170"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,120.05964751218,-12.9164577594056,39.3910074495007,0,310249,1950,"F",FALSE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,104.628609597005,-7.16976381299122,26.3132731704224,72.3598660985061,126400,2005,"c",FALSE,"#ID3170"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,134.667231704266,-6.75442657386174,56.4006973035869,23.9882868919808,157942,2017,"A",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,103.458855831487,-8.78599126653748,75.5420789606993,0,222395,2015,"G",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,113.107322871764,-10.3253160461327,75.9712856309358,0,205052,2021,"d#",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85.3295868804289,-7.48081993984536,75.2474178290572,0,163391,2014,"D#",FALSE,"#ID3170"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,113.226424292476,-4.85875272947352,66.2617967001314,20.2856747046636,242464,2012,"g#",TRUE,"#ID3170"
"Nenhuma",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,100.438253172634,-5.49914460663721,73.9506386556801,0,201145,2006,"c",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,135.920959747599,-6.04328333555291,74.9367616849114,0,361953,1993,"G#",FALSE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,115.707620826284,-5.59709889223577,71.415544048794,25.474671214024,183956,2020,"a#",TRUE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,125.224881756373,-10.3465201531251,53.1564843850602,0,524030,1968,"f",FALSE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,126.070905374006,-7.75067325851099,73.499116366911,0,217053,2009,"C",FALSE,"#ID3170"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,125.821516485083,-7.46942422241441,75.9686909753683,17.4484681902006,338333,2004,"A#",FALSE,"#ID3170"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,112.920873982683,-5.19533931814377,72.2352439076959,0,264104,2011,"F",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,94.6096865938896,-5.71266003685436,19.950199375832,73.1944069607853,180745,2009,"f",FALSE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,81.5191915374327,-7.57381543890393,15.7929683344625,76.9501979738294,265917,2003,"C",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90.8911376224237,-8.05034523498296,67.7621133547639,0,162715,2014,"C",FALSE,"#ID3170"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,125.029278879924,-4.0419654684658,75.6969308614014,0,179138,2016,"F",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,93.747201189204,-9.30732438585493,63.7632605682396,0,237667,1986,"A#",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,114.51803986947,-10.6387536563235,34.1428708338936,0,356450,1996,"f#",FALSE,"#ID3170"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,110.81657347923,-8.34855870988278,78.0918640505254,0,185126,2012,"C",FALSE,"#ID3170"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,153.957745763108,-7.90781213930746,72.2813812644827,47.2636562897629,331622,1963,"d",FALSE,"#ID3170"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,108.544952169917,-6.88648894030376,77.8768841748262,23.2718564152581,205785,2009,"f#",FALSE,"#ID3170"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,124.455887115245,-4.7931478192333,70.7695441464999,0,294123,1997,"c",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,108.318470787836,-5.16655560841586,17.2659252887167,66.0511471104347,221107,2006,"F",FALSE,"#ID3170"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,135.802748501917,-7.05793607633526,64.8631406565285,0,147588,2020,"A",FALSE,"#ID3170"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,124.883038901142,-11.7224408951757,30.4576884507883,0,64086,1954,"N/A",TRUE,"#ID3170"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,101.842174711947,-8.76617676696594,71.7540953998068,0,217336,1991,"D#",FALSE,"#ID3170"
